epoch,step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,val_f1,val_loss
0,49,,0.05919661745429039,,0.9511163830757141,,
0,99,,0.21978022158145905,,0.8111484050750732,,
0,149,,0.5045592784881592,,0.5117604732513428,,
0,199,,0.3959899842739105,,0.6163393259048462,,
0,246,,,,,0.4470755159854889,0.680096447467804
0,246,0.12044664472341537,,0.7790201902389526,,,
1,249,,0.5091384053230286,,0.49260711669921875,,
1,299,,0.20071685314178467,,0.8022274971008301,,
1,349,,0.36917561292648315,,0.6348134279251099,,
1,399,,0.49330782890319824,,0.5109323263168335,,
1,449,,0.672672688961029,,0.3373206853866577,,
1,493,,,,,0.4732784330844879,0.6656160354614258
1,493,0.43210017681121826,,0.5979241132736206,,,
2,499,,0.37293729186058044,,0.6277545094490051,,
2,549,,0.6112957000732422,,0.39794886112213135,,
2,599,,0.6130841374397278,,0.3872511386871338,,
2,649,,0.6170799136161804,,0.3919076919555664,,
2,699,,0.4317460358142853,,0.5792437195777893,,
2,740,,,,,0.46630460023880005,0.6718710064888
2,740,0.44752001762390137,,0.5757825970649719,,,
3,749,,0.4566115736961365,,0.5496160984039307,,
3,799,,0.7453415989875793,,0.2562463879585266,,
3,849,,0.4079602062702179,,0.5959609150886536,,
3,899,,0.5400943160057068,,0.4630722999572754,,
3,949,,0.25242719054222107,,0.7531691789627075,,
3,987,,,,,0.4447132647037506,0.6680687069892883
3,987,0.4607805907726288,,0.586699366569519,,,
4,999,,0.4932249188423157,,0.506649374961853,,
4,1049,,0.1601642668247223,,0.8438393473625183,,
4,1099,,0.30434781312942505,,0.6956067085266113,,
4,1149,,0.0,,0.9998423457145691,,
4,1199,,-7.182599802035838e-06,,0.0,,
4,1234,,,,,0.5013077259063721,0.6389714479446411
4,1234,0.4706747829914093,,0.5596449375152588,,,
5,1249,,0.27906978130340576,,0.7259916663169861,,
5,1299,,0.3760683834552765,,0.6226012110710144,,
5,1349,,0.40498441457748413,,0.5990874767303467,,
5,1399,,0.41333332657814026,,0.5852162837982178,,
5,1449,,0.590070903301239,,0.4106186628341675,,
5,1481,,,,,0.4932689964771271,0.6496516466140747
5,1481,0.4846837520599365,,0.5529901385307312,,,
6,1499,,0.37883007526397705,,0.6248794794082642,,
6,1549,,0.6496598720550537,,0.3517918586730957,,
6,1599,,0.38718661665916443,,0.6129287481307983,,
6,1649,,0.3920922577381134,,0.6099762916564941,,
6,1699,,0.2313167303800583,,0.7674928903579712,,
6,1728,,,,,0.5021085143089294,0.6259752511978149
6,1728,0.4696359932422638,,0.5671795606613159,,,
7,1749,,0.0,,0.9998384118080139,,
7,1799,,0.5917387008666992,,0.41264277696609497,,
7,1849,,0.17864078283309937,,0.8193593621253967,,
7,1899,,0.19672131538391113,,0.8029825687408447,,
7,1949,,0.6090651750564575,,0.39176976680755615,,
7,1975,,,,,0.5023779273033142,0.6422525644302368
7,1975,0.4668920040130615,,0.5731832981109619,,,
8,1999,,0.1587301641702652,,0.8427529335021973,,
8,2049,,0.3726707994937897,,0.6267334818840027,,
8,2099,,0.6268174648284912,,0.3724648952484131,,
8,2149,,0.5468956232070923,,0.4513368606567383,,
8,2199,,0.6876155138015747,,0.31810933351516724,,
8,2222,,,,,0.4877890646457672,0.6543267965316772
8,2222,0.4790801703929901,,0.5736939311027527,,,
9,2249,,0.3037036955356598,,0.6875842809677124,,
9,2299,,0.24561403691768646,,0.7439793348312378,,
9,2349,,0.460317462682724,,0.5469950437545776,,
9,2399,,0.3163841664791107,,0.6849231719970703,,
9,2449,,0.37264150381088257,,0.6323214769363403,,
9,2469,,,,,0.507969319820404,0.6447608470916748
9,2469,0.47358402609825134,,0.5550699830055237,,,
10,2499,,0.11538461595773697,,0.9034537672996521,,
10,2549,,0.0,,1.0,,
10,2599,,0.4423076808452606,,0.5604970455169678,,
10,2649,,0.5631929039955139,,0.4373318552970886,,
10,2699,,0.6898954510688782,,0.30798327922821045,,
10,2716,,,,,0.5075581073760986,0.6400097608566284
10,2716,0.4732634425163269,,0.5625831484794617,,,
11,2749,,0.7875000238418579,,0.22197961807250977,,
11,2799,,0.22499999403953552,,0.7785668969154358,,
11,2849,,0.60317462682724,,0.40377098321914673,,
11,2899,,0.6240409016609192,,0.38401347398757935,,
11,2949,,0.4845360815525055,,0.5157459378242493,,
11,2963,,,,,0.505935788154602,0.6243995428085327
11,2963,0.47579988837242126,,0.5691845417022705,,,
12,2999,,0.5070921778678894,,0.4951951503753662,,
12,3049,,0.3396226465702057,,0.6618584394454956,,
12,3099,,0.5454545617103577,,0.45574384927749634,,
12,3149,,0.6619468927383423,,0.3333912491798401,,
12,3199,,0.5046153664588928,,0.49940401315689087,,
12,3210,,,,,0.5115560293197632,0.6267842054367065
12,3210,0.4763953983783722,,0.5506141781806946,,,
13,3249,,0.3923705816268921,,0.6103594303131104,,
13,3299,,0.3333333432674408,,0.6650431156158447,,
13,3349,,0.42408376932144165,,0.5761531591415405,,
13,3399,,0.3176470696926117,,0.6817530989646912,,
13,3449,,0.5754716992378235,,0.42169392108917236,,
13,3457,,,,,0.5074254274368286,0.6314898729324341
13,3457,0.5002809762954712,,0.5445306897163391,,,
14,3499,,0.0,,0.9999958276748657,,
14,3549,,0.6461538672447205,,0.3583958148956299,,
14,3599,,0.0,,0.9999996423721313,,
14,3649,,0.5596107244491577,,0.44258034229278564,,
14,3699,,0.560669481754303,,0.4405975937843323,,
14,3704,,,,,0.4935441017150879,0.6294699907302856
14,3704,0.4784608781337738,,0.5546059608459473,,,
15,3749,,0.6527196764945984,,0.3457278609275818,,
15,3799,,0.6988416910171509,,0.3033555746078491,,
15,3849,,0.5817694664001465,,0.41733866930007935,,
15,3899,,0.2939632534980774,,0.7086015939712524,,
15,3949,,0.6821428537368774,,0.3172153830528259,,
15,3951,,,,,0.5066583752632141,0.6389838457107544
15,3951,0.49021926522254944,,0.5563974380493164,,,
16,3999,,0.3636363744735718,,0.6390123963356018,,
16,4049,,0.5289672613143921,,0.4720710515975952,,
16,4099,,0.463087260723114,,0.5426136255264282,,
16,4149,,0.44677138328552246,,0.5543218851089478,,
16,4198,,,,,0.5082532167434692,0.6224287152290344
16,4198,0.46539759635925293,,0.5833233594894409,,,
17,4199,,0.34375,,0.6631168723106384,,
17,4249,,0.5343227982521057,,0.4646603465080261,,
17,4299,,0.2569444477558136,,0.7444915175437927,,
17,4349,,0.6709677577018738,,0.3278772234916687,,
17,4399,,0.5708333253860474,,0.42861050367355347,,
17,4445,,,,,0.5116760730743408,0.6298896670341492
17,4445,0.4835590720176697,,0.5567116737365723,,,
18,4449,,0.36788618564605713,,0.6296823620796204,,
18,4499,,0.73893803358078,,0.25847387313842773,,
18,4549,,0.2434210479259491,,0.7578155994415283,,
18,4599,,0.2666666805744171,,0.7325806617736816,,
18,4649,,0.40776699781417847,,0.595443844795227,,
18,4692,,,,,0.5053165555000305,0.6402994990348816
18,4692,0.4811360239982605,,0.5582802891731262,,,
19,4699,,0.5733333230018616,,0.4249509572982788,,
19,4749,,0.5845464468002319,,0.41756242513656616,,
19,4799,,0.5584045648574829,,0.44246411323547363,,
19,4849,,0.45502644777297974,,0.5435866117477417,,
19,4899,,0.3822714686393738,,0.6218733787536621,,
19,4939,,,,,0.5157594084739685,0.6201474666595459
19,4939,0.49949803948402405,,0.5475100874900818,,,
20,4949,,0.36666667461395264,,0.6321493983268738,,
20,4999,,0.5686274766921997,,0.4333904981613159,,
20,5049,,0.4804469347000122,,0.519494891166687,,
20,5099,,0.2534722089767456,,0.7461440563201904,,
20,5149,,0.41152262687683105,,0.5903573632240295,,
20,5186,,,,,0.509100079536438,0.6258977055549622
20,5186,0.4841923713684082,,0.5578646063804626,,,
21,5199,,0.09497964382171631,,0.9047946929931641,,
21,5249,,0.0,,1.0,,
21,5299,,0.30985915660858154,,0.6940135955810547,,
21,5349,,0.5757575631141663,,0.42674005031585693,,
21,5399,,0.5859155058860779,,0.411077618598938,,
21,5433,,,,,0.5126862525939941,0.6266533732414246
21,5433,0.5104542970657349,,0.523279070854187,,,
22,5449,,0.4067796468734741,,0.594326376914978,,
22,5499,,0.6632962822914124,,0.33725839853286743,,
22,5549,,0.5798165202140808,,0.41941577196121216,,
22,5599,,0.6536312699317932,,0.34880268573760986,,
22,5649,,0.4533333480358124,,0.5438612699508667,,
22,5680,,,,,0.5120482444763184,0.6106597781181335
22,5680,0.4878696799278259,,0.5522668361663818,,,
23,5699,,0.0,,0.9999998211860657,,
23,5749,,0.20779220759868622,,0.7886625528335571,,
23,5799,,0.5107398629188538,,0.4918564558029175,,
23,5849,,0.6216216087341309,,0.37971770763397217,,
23,5899,,0.4754098355770111,,0.523115873336792,,
23,5927,,,,,0.5156335830688477,0.6266589760780334
23,5927,0.4862600862979889,,0.5491571426391602,,,
24,5949,,0.35371899604797363,,0.6526410579681396,,
24,5999,,0.6043165326118469,,0.3954780101776123,,
24,6049,,0.380952388048172,,0.6489740014076233,,
24,6099,,0.22803738713264465,,0.7663289904594421,,
24,6149,,0.5090909004211426,,0.49347037076950073,,
24,6174,,,,,0.5126853585243225,0.625878095626831
24,6174,0.4881216287612915,,0.5428734421730042,,,
25,6199,,0.1004566177725792,,0.9038596153259277,,
25,6249,,0.26490065455436707,,0.7328583002090454,,
25,6299,,0.4896489679813385,,0.5119538307189941,,
25,6349,,0.6803921461105347,,0.3233873248100281,,
25,6399,,0.3358778655529022,,0.6619218587875366,,
25,6421,,,,,0.51421058177948,0.6196054220199585
25,6421,0.4946975111961365,,0.5489011406898499,,,
26,6449,,0.5394191145896912,,0.45956188440322876,,
26,6499,,0.6322580575942993,,0.3704606294631958,,
26,6549,,0.5454545617103577,,0.4540262222290039,,
26,6599,,0.7213114500045776,,0.2762027382850647,,
26,6649,,0.5485231876373291,,0.45443129539489746,,
26,6668,,,,,0.5161949396133423,0.6197607517242432
26,6668,0.4868333637714386,,0.5448902249336243,,,
27,6699,,0.5553997159004211,,0.44332069158554077,,
27,6749,,0.4676258862018585,,0.5315430164337158,,
27,6799,,0.6589147448539734,,0.34428882598876953,,
27,6849,,0.49275362491607666,,0.5096131563186646,,
27,6899,,0.5436893105506897,,0.46009039878845215,,
27,6915,,,,,0.5063067078590393,0.6226215958595276
27,6915,0.4947549104690552,,0.5429869890213013,,,
28,6949,,0.0,,0.9999958872795105,,
28,6999,,0.5984252095222473,,0.440000057220459,,
28,7049,,0.3313252925872803,,0.6719675064086914,,
28,7099,,0.6540880799293518,,0.3472343683242798,,
28,7149,,0.0,,0.0,,
28,7162,,,,,0.49956172704696655,0.642349898815155
28,7162,0.47624003887176514,,0.56573486328125,,,
29,7199,,0.5287356376647949,,0.4702352285385132,,
29,7249,,0.5782493352890015,,0.41825830936431885,,
29,7299,,0.6104783415794373,,0.38162630796432495,,
29,7349,,0.3562341034412384,,0.6444495916366577,,
29,7399,,0.5742092728614807,,0.42731988430023193,,
29,7409,,,,,0.5128399729728699,0.6199230551719666
29,7409,0.4895208477973938,,0.5351017713546753,,,
30,7449,,0.5454545617103577,,0.46429890394210815,,
30,7499,,0.11428571492433548,,0.9026896953582764,,
30,7549,,0.5429864525794983,,0.4580843448638916,,
30,7599,,0.6521739363670349,,0.35803717374801636,,
30,7649,,0.279720276594162,,0.7234764695167542,,
30,7656,,,,,0.5155189633369446,0.6193663477897644
30,7656,0.479356586933136,,0.5605630278587341,,,
31,7699,,0.5170454382896423,,0.4783865213394165,,
31,7749,,0.7023411393165588,,0.29740530252456665,,
31,7799,,0.3103448152542114,,0.6824785470962524,,
31,7849,,0.6499999761581421,,0.3526616096496582,,
31,7899,,0.1450381726026535,,0.8583253622055054,,
31,7903,,,,,0.5149028897285461,0.6316753625869751
31,7903,0.49347570538520813,,0.5500743389129639,,,
32,7949,,0.5894736647605896,,0.41296833753585815,,
32,7999,,0.7090619802474976,,0.2903631925582886,,
32,8049,,0.7560975551605225,,0.24737930297851562,,
32,8099,,0.5771276354789734,,0.4217115044593811,,
32,8149,,0.6276463270187378,,0.37794339656829834,,
32,8150,,,,,0.5062748789787292,0.6252685189247131
32,8150,0.4982253909111023,,0.5518270134925842,,,
33,8199,,0.4964539110660553,,0.5001019239425659,,
33,8249,,0.49640288949012756,,0.4950411319732666,,
33,8299,,0.6389776468276978,,0.3636915683746338,,
33,8349,,0.17721518874168396,,0.8254345655441284,,
33,8397,,,,,0.5235316753387451,0.6235846281051636
33,8397,0.49793708324432373,,0.534679651260376,,,
34,8399,,0.5792563557624817,,0.4211277961730957,,
34,8449,,0.6006097793579102,,0.3989707827568054,,
34,8499,,0.08945687115192413,,0.9105021953582764,,
34,8549,,0.6394984126091003,,0.35908907651901245,,
34,8599,,0.0,,1.0,,
34,8644,,,,,0.5216501355171204,0.622692346572876
34,8644,0.5077667832374573,,0.541154682636261,,,
35,8649,,0.4580645263195038,,0.5484968423843384,,
35,8699,,0.4464285671710968,,0.5546180605888367,,
35,8749,,0.5714285969734192,,0.43288856744766235,,
35,8799,,0.5324384570121765,,0.46795225143432617,,
35,8849,,0.5245901346206665,,0.4788774251937866,,
35,8891,,,,,0.5183668732643127,0.6163205504417419
35,8891,0.4934992790222168,,0.5374826788902283,,,
36,8899,,0.2857142984867096,,0.7117167711257935,,
36,8949,,0.5195822715759277,,0.4781709313392639,,
36,8999,,0.30388692021369934,,0.6911945939064026,,
36,9049,,0.6844919919967651,,0.3147600293159485,,
36,9099,,0.12087912112474442,,0.8791303038597107,,
36,9138,,,,,0.5211960077285767,0.6234440207481384
36,9138,0.47352901101112366,,0.5530440807342529,,,
37,9149,,0.6915887594223022,,0.3140239119529724,,
37,9199,,0.7071823477745056,,0.2929984927177429,,
37,9249,,0.6047903895378113,,0.39319509267807007,,
37,9299,,0.3884892165660858,,0.6153093576431274,,
37,9349,,0.588770866394043,,0.4126177430152893,,
37,9385,,,,,0.5213525891304016,0.6161402463912964
37,9385,0.5115029811859131,,0.5370895266532898,,,
38,9399,,0.32077765464782715,,0.6762505769729614,,
38,9449,,0.6905158162117004,,0.30941247940063477,,
38,9499,,0.46014493703842163,,0.5391331911087036,,
38,9549,,0.48859935998916626,,0.5077071785926819,,
38,9599,,0.24761904776096344,,0.7574137449264526,,
38,9632,,,,,0.5201794505119324,0.6202356815338135
38,9632,0.5074042081832886,,0.5411345362663269,,,
39,9649,,0.23465211689472198,,0.7695184350013733,,
39,9699,,0.6375227570533752,,0.3670189380645752,,
39,9749,,0.5630810260772705,,0.43850409984588623,,
39,9799,,0.13114753365516663,,0.8649808168411255,,
39,9849,,0.746835470199585,,0.2571644186973572,,
39,9879,,,,,0.5160492658615112,0.6198204755783081
39,9879,0.5034138560295105,,0.550898551940918,,,
40,9899,,0.590436577796936,,0.41268980503082275,,
40,9949,,0.558521568775177,,0.4437153935432434,,
40,9999,,0.4609375,,0.541014552116394,,
40,10049,,0.6111111044883728,,0.38694876432418823,,
40,10099,,0.4488188922405243,,0.5502877235412598,,
40,10126,,,,,0.5240269899368286,0.6234327554702759
40,10126,0.4986301362514496,,0.5414448380470276,,,
41,10149,,0.35499998927116394,,0.6473516225814819,,
41,10199,,0.4776579439640045,,0.5215560793876648,,
41,10249,,0.5525773167610168,,0.4446433186531067,,
41,10299,,0.5798319578170776,,0.42131632566452026,,
41,10349,,0.452347069978714,,0.5460464358329773,,
41,10373,,,,,0.5194334983825684,0.6110060214996338
41,10373,0.4853854477405548,,0.5384038090705872,,,
42,10399,,0.45864662528038025,,0.5428169965744019,,
42,10449,,0.0,,1.0,,
42,10499,,0.7568807601928711,,0.24659425020217896,,
42,10549,,0.7283464670181274,,0.2758459448814392,,
42,10599,,0.4881720542907715,,0.5115588903427124,,
42,10620,,,,,0.5165292024612427,0.6333047151565552
42,10620,0.5044057965278625,,0.5406426787376404,,,
43,10649,,0.15540540218353271,,0.8470699191093445,,
43,10699,,0.456620991230011,,0.5451605916023254,,
43,10749,,0.3933975100517273,,0.6071484088897705,,
43,10799,,0.4406779706478119,,0.5583589673042297,,
43,10849,,0.5547170042991638,,0.4476698040962219,,
43,10867,,,,,0.521528959274292,0.628092348575592
43,10867,0.5082522630691528,,0.5426100492477417,,,
44,10899,,0.6105263233184814,,0.3925940990447998,,
44,10949,,0.5714285969734192,,0.4288228154182434,,
44,10999,,0.3076923191547394,,0.689231276512146,,
44,11049,,0.38838475942611694,,0.6116600036621094,,
44,11099,,0.3243243098258972,,0.6790120005607605,,
44,11114,,,,,0.5259286761283875,0.6215699315071106
44,11114,0.5045549869537354,,0.528480052947998,,,
45,11149,,0.5964912176132202,,0.4070000648498535,,
45,11199,,0.14432989060878754,,0.85038822889328,,
45,11249,,0.2153846174478531,,0.7850373983383179,,
45,11299,,0.2926829159259796,,0.7074428796768188,,
45,11349,,0.579365074634552,,0.4298977255821228,,
45,11361,,,,,0.526267409324646,0.6218058466911316
45,11361,0.4966032803058624,,0.5249885320663452,,,
46,11399,,0.4322916567325592,,0.5616555213928223,,
46,11449,,0.29629629850387573,,0.6976289749145508,,
46,11499,,0.054054055362939835,,0.9465663433074951,,
46,11549,,0.4696570038795471,,0.5293915867805481,,
46,11599,,0.5060241222381592,,0.48983895778656006,,
46,11608,,,,,0.5249614119529724,0.6166056990623474
46,11608,0.49833840131759644,,0.5484406352043152,,,
47,11649,,0.33202818036079407,,0.6680153012275696,,
47,11699,,0.5902668833732605,,0.41047489643096924,,
47,11749,,0.523809552192688,,0.4755898118019104,,
47,11799,,0.4610169529914856,,0.538273811340332,,
47,11849,,0.0,,0.9999998807907104,,
47,11855,,,,,0.5222876071929932,0.6287058591842651
47,11855,0.4939684569835663,,0.5402811169624329,,,
48,11899,,0.5136986374855042,,0.48111289739608765,,
48,11949,,0.39274924993515015,,0.6126704216003418,,
48,11999,,0.6423841118812561,,0.35214072465896606,,
48,12049,,0.12121212482452393,,0.8822608590126038,,
48,12099,,0.19211822748184204,,0.8106890320777893,,
48,12102,,,,,0.5175110101699829,0.6281914114952087
48,12102,0.49911054968833923,,0.5410304069519043,,,
49,12149,,0.3802647292613983,,0.616455078125,,
49,12199,,0.6141414046287537,,0.38882482051849365,,
49,12249,,0.07407407462596893,,0.926137387752533,,
49,12299,,0.6310432553291321,,0.36855512857437134,,
49,12349,,0.6218905448913574,,0.3776255249977112,,
49,12349,,,,,0.5135619044303894,0.6173408627510071
49,12349,0.5073639154434204,,0.5249079465866089,,,
50,12399,,0.5762711763381958,,0.42056190967559814,,
50,12449,,0.5771144032478333,,0.42378395795822144,,
50,12499,,0.0,,1.0,,
50,12549,,0.6492753624916077,,0.3528860807418823,,
50,12596,,,,,0.5247988700866699,0.6199032664299011
50,12596,0.5039874911308289,,0.5292174816131592,,,
51,12599,,0.3459787666797638,,0.6536708474159241,,
51,12649,,0.5961538553237915,,0.40667223930358887,,
51,12699,,0.42702701687812805,,0.571760892868042,,
51,12749,,0.43697479367256165,,0.5609681606292725,,
51,12799,,0.15748031437397003,,0.8387829661369324,,
51,12843,,,,,0.4989500343799591,0.622687578201294
51,12843,0.5165566205978394,,0.5229789018630981,,,
52,12849,,0.4197080433368683,,0.5802181959152222,,
52,12899,,0.6666666865348816,,0.3304888606071472,,
52,12949,,0.33299899101257324,,0.6700594425201416,,
52,12999,,0.4508196711540222,,0.5484380125999451,,
52,13049,,0.6296296119689941,,0.36703288555145264,,
52,13090,,,,,0.5125483274459839,0.6257622838020325
52,13090,0.5001159310340881,,0.5346753597259521,,,
53,13099,,0.2545454502105713,,0.7361895442008972,,
53,13149,,0.1111111119389534,,0.8855314254760742,,
53,13199,,0.5171673893928528,,0.48428255319595337,,
53,13249,,0.40697672963142395,,0.592221736907959,,
53,13299,,0.6197183132171631,,0.37892287969589233,,
53,13337,,,,,0.5202683806419373,0.6204341053962708
53,13337,0.5154024958610535,,0.5170269012451172,,,
54,13349,,0.5896414518356323,,0.41415470838546753,,
54,13399,,0.4880000054836273,,0.5092906951904297,,
54,13449,,0.16949152946472168,,0.8345000743865967,,
54,13499,,0.5333333611488342,,0.4673001766204834,,
54,13549,,0.36936935782432556,,0.6374112367630005,,
54,13584,,,,,0.5249807834625244,0.6264321804046631
54,13584,0.5117549300193787,,0.5416824221611023,,,
55,13599,,0.5621301531791687,,0.44165027141571045,,
55,13649,,0.6081871390342712,,0.38778162002563477,,
55,13699,,0.42212188243865967,,0.5790228843688965,,
55,13749,,0.7240143418312073,,0.27546894550323486,,
55,13799,,0.7821229100227356,,0.21267271041870117,,
55,13831,,,,,0.5241202712059021,0.6043587327003479
55,13831,0.5022362470626831,,0.524529755115509,,,
56,13849,,0.45045045018196106,,0.54929119348526,,
56,13899,,0.7389557957649231,,0.2628946900367737,,
56,13949,,0.46290144324302673,,0.5334154367446899,,
56,13999,,0.4875621795654297,,0.5085229873657227,,
56,14049,,0.6139359474182129,,0.38508397340774536,,
56,14078,,,,,0.5132824778556824,0.6384403705596924
56,14078,0.5055389404296875,,0.5220991969108582,,,
57,14099,,0.49494948983192444,,0.505224347114563,,
57,14149,,0.5985915660858154,,0.39825713634490967,,
57,14199,,0.41999998688697815,,0.5819913148880005,,
57,14249,,0.6678603291511536,,0.33421844244003296,,
57,14299,,0.3655914068222046,,0.6288895606994629,,
57,14325,,,,,0.5271199941635132,0.6158526539802551
57,14325,0.5056533813476562,,0.5409130454063416,,,
58,14349,,0.6150000095367432,,0.3914036750793457,,
58,14399,,0.3579545319080353,,0.6424096822738647,,
58,14449,,0.5280898809432983,,0.4641563892364502,,
58,14499,,0.5972434878349304,,0.40071868896484375,,
58,14549,,0.47123289108276367,,0.5303832292556763,,
58,14572,,,,,0.5170844197273254,0.6144275069236755
58,14572,0.5095790028572083,,0.5363516807556152,,,
59,14599,,0.7378048896789551,,0.2616085410118103,,
59,14649,,0.41558441519737244,,0.5848017930984497,,
59,14699,,0.5182186365127563,,0.4830206632614136,,
59,14749,,0.09125475585460663,,0.9085757732391357,,
59,14799,,0.26771652698516846,,0.7295690774917603,,
59,14819,,,,,0.5239303708076477,0.6154070496559143
59,14819,0.5123496055603027,,0.5149242281913757,,,
60,14849,,0.5616438388824463,,0.4461665749549866,,
60,14899,,0.4000000059604645,,0.5969995260238647,,
60,14949,,0.3655914068222046,,0.6233797073364258,,
60,14999,,0.4366471767425537,,0.5618875026702881,,
60,15049,,0.4893617033958435,,0.5049200057983398,,
60,15066,,,,,0.5213671326637268,0.6274003386497498
60,15066,0.5156426429748535,,0.5130305886268616,,,
61,15099,,0.5116279125213623,,0.4843910336494446,,
61,15149,,0.5879999995231628,,0.40953582525253296,,
61,15199,,0.5480093955993652,,0.45135176181793213,,
61,15249,,0.09954751282930374,,0.9011027216911316,,
61,15299,,0.6286509037017822,,0.37046676874160767,,
61,15313,,,,,0.519116997718811,0.6226425766944885
61,15313,0.5149664878845215,,0.5328415036201477,,,
62,15349,,0.5822784900665283,,0.4183316230773926,,
62,15399,,0.407657653093338,,0.5930176973342896,,
62,15449,,0.24727272987365723,,0.7525057196617126,,
62,15499,,0.6549707651138306,,0.34463298320770264,,
62,15549,,0.6529850959777832,,0.3479243516921997,,
62,15560,,,,,0.5240866541862488,0.610062301158905
62,15560,0.5124321579933167,,0.5220708847045898,,,
63,15599,,0.5850914120674133,,0.41480082273483276,,
63,15649,,0.5180723071098328,,0.48705947399139404,,
63,15699,,0.3188405930995941,,0.6815075874328613,,
63,15749,,0.6201550364494324,,0.3823933005332947,,
63,15799,,0.354733407497406,,0.6463539600372314,,
63,15807,,,,,0.5253356099128723,0.6247619986534119
63,15807,0.5177062749862671,,0.5238310694694519,,,
64,15849,,0.0476190485060215,,0.9525725245475769,,
64,15899,,0.35772356390953064,,0.6454172730445862,,
64,15949,,0.48051947355270386,,0.5178314447402954,,
64,15999,,0.0,,1.0,,
64,16049,,0.23589743673801422,,0.7629322409629822,,
64,16054,,,,,0.5271268486976624,0.620333731174469
64,16054,0.5193749666213989,,0.5237212181091309,,,
65,16099,,0.6291261911392212,,0.3733171820640564,,
65,16149,,0.5581395626068115,,0.44260263442993164,,
65,16199,,0.5730336904525757,,0.43105459213256836,,
65,16249,,0.32209739089012146,,0.6788967847824097,,
65,16299,,0.5386740565299988,,0.4616478681564331,,
65,16301,,,,,0.5271707773208618,0.6239384412765503
65,16301,0.5088282823562622,,0.5251554846763611,,,
66,16349,,0.30985915660858154,,0.6929101943969727,,
66,16399,,0.389380544424057,,0.6134854555130005,,
66,16449,,0.32278481125831604,,0.6775034666061401,,
66,16499,,0.2551020383834839,,0.7453091740608215,,
66,16548,,,,,0.521689772605896,0.6066172122955322
66,16548,0.5136194825172424,,0.5190134048461914,,,
67,16549,,0.5235602259635925,,0.47729170322418213,,
67,16599,,0.0,,0.9999938011169434,,
67,16649,,0.4166666567325592,,0.5990865230560303,,
67,16699,,0.378947377204895,,0.6206676959991455,,
67,16749,,0.636484682559967,,0.36404478549957275,,
67,16795,,,,,0.5270348787307739,0.6104572415351868
67,16795,0.506240963935852,,0.5198379755020142,,,
68,16799,,0.4796747863292694,,0.5194206237792969,,
68,16849,,0.5,,0.499419629573822,,
68,16899,,0.6425197124481201,,0.3563169836997986,,
68,16949,,0.5826330780982971,,0.415568470954895,,
68,16999,,0.3939899802207947,,0.6052107810974121,,
68,17042,,,,,0.530223548412323,0.6099886298179626
68,17042,0.5125027298927307,,0.5187476873397827,,,
69,17049,,0.6083333492279053,,0.3909027576446533,,
69,17099,,0.5907173156738281,,0.4077705144882202,,
69,17149,,0.6661839485168457,,0.33462440967559814,,
69,17199,,0.40764331817626953,,0.5938172340393066,,
69,17249,,0.6498855948448181,,0.34754127264022827,,
